# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-s" "2" "-a" "ref/Saccharomyces_cerevisiae.gtf" "-o" "counts.txt" "-p" "SRR19383416.bam" "SRR19383417.bam" "SRR19383418.bam" "SRR19383407.bam" "SRR19383408.bam" "SRR19383409.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR19383416.bam	SRR19383417.bam	SRR19383418.bam	SRR19383407.bam	SRR19383408.bam	SRR19383409.bam
YDL247W	IV	5985	7814	+	1830	5	7	9	26	25	33
YDR406W	IV	1279210	1283799	+	4590	1632	2102	1888	8179	6708	9276
YDR273W	IV	1010176	1011273	+	1098	57	60	61	157	116	139
YDR269C	IV	1005665	1005988	-	324	16	23	29	38	18	29
YDR453C	IV	1365072	1365662	-	591	104	122	94	1857	1676	2104
YDR383C	IV	1239960	1240676	-	717	105	166	120	289	300	311
YDR375C	IV	1225166	1226536	-	1371	299	442	408	604	539	713
YDL161W	IV	167714	169078	+	1365	605	748	639	903	721	977
YDL051W	IV	363952	364779	+	828	2185	2878	2619	318	311	355
YDR084C	IV	613405	614004	-	600	993	1103	995	1473	1380	1660
YDL056W	IV	352877	355378	+	2502	691	1002	786	1229	1084	1395
YDR344C	IV	1162006	1162449	-	444	88	71	69	64	60	91
YDR320C	IV	1106095	1108101	-	2007	434	557	510	807	747	839
YDR221W	IV	907330	909438	+	2109	1094	1298	1184	2287	2012	2709
tI(AAU)D	IV	668007	668080	-	74	4	3	5	0	2	1
YDL032W	IV	393690	394001	+	312	5	6	13	41	32	53
YDR456W	IV	1367485	1369386	+	1902	2554	3298	3156	7359	6737	7920
YDL036C	IV	387513	388901	-	1389	427	503	411	167	177	156
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	22	7	18	0	2	2
YDL217C	IV	67983	68606	-	624	294	371	294	317	236	313
snR63	IV	323217	323471	-	255	4977	7612	6192	7213	5408	6903
YDR334W	IV	1135932	1140476	+	4545	1502	1952	1693	2648	2105	2726
YDL049C	IV	365068	365874	-	807	111	162	135	302	203	285
YDL164C	IV	164987	167254	-	2268	751	1040	869	778	601	742
YDR384C	IV	1241204	1242031	-	828	1342	1634	1609	435	425	531
YDR149C	IV	755555	756262	-	708	14	9	15	15	14	19
YDR093W	IV	631282	636120	+	4839	3874	4994	4462	3802	3336	4190
YDR071C	IV	588827	589402	-	576	1778	2364	1956	1769	1550	1924
YDL143W	IV	199996	201582	+	1587	4098	5027	4683	2007	1795	2129
YDR032C	IV	504099	504695	-	597	2786	3352	3122	9061	7319	9297
tR(UCU)D	IV	568882	568953	+	72	0	1	0	0	0	0
YDR063W	IV	578663	579112	+	450	381	494	501	1214	1083	1270
YDL166C	IV	163449	164042	-	594	365	434	338	110	93	142
YDR004W	IV	455201	456583	+	1383	200	300	274	907	688	820
YDR151C	IV	764178	765155	-	978	481	585	566	1900	1641	2018
YDR037W	IV	525440	527215	+	1776	14361	19140	16627	2974	2611	3246
YDL175C	IV	144484	145518	-	1035	246	306	258	448	410	495
YDR286C	IV	1035231	1035575	-	345	159	223	185	510	534	546
YDR172W	IV	808324	810381	+	2058	6641	8312	7380	2735	2449	2854
YDL174C	IV	145826	147589	-	1764	767	828	837	2233	1893	2290
YDR080W	IV	604008	606986	+	2979	585	1004	749	1595	1344	1616
YDR503C	IV	1455042	1455866	-	825	376	460	367	782	848	1057
YDR069C	IV	584939	587719	-	2781	760	953	717	3628	3142	4046
YDR047W	IV	551860	552948	+	1089	727	970	904	998	729	962
YDR215C	IV	894089	894502	-	414	0	0	0	6	3	8
YDR267C	IV	1002510	1003502	-	993	291	457	433	625	430	450
YDR142C	IV	740473	741600	-	1128	323	440	383	852	843	1062
YDL212W	IV	78426	79058	+	633	3283	4299	3405	2272	1992	2480
YDR249C	IV	958681	959802	-	1122	319	422	350	1548	1386	1746
YDL209C	IV	86207	87226	-	1020	178	260	246	137	162	189
YDR044W	IV	546642	547628	+	987	1320	1680	1442	587	496	678
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	26	40	49	34	26	64
YDR311W	IV	1085065	1086993	+	1929	686	869	723	2099	1933	2281
YDL159C-B	IV	173056	173232	-	177	4	5	4	9	11	6
YDR222W	IV	910054	911301	+	1248	338	412	357	281	220	314
YDR510C-A	IV	1469695	1469811	-	117	23	13	29	33	40	55
YDR401W	IV	1272223	1272786	+	564	37	58	30	64	52	66
YDR207C	IV	865012	867522	-	2511	477	592	554	248	261	269
YDL005C	IV	441014	442309	-	1296	349	533	410	691	562	708
YDR295C	IV	1052623	1054647	-	2025	473	573	447	1028	994	1186
YDR543C	IV	1524634	1524933	-	300	0	0	0	0	0	0
YDL208W	IV	87512	87982	+	471	2039	2531	2261	221	139	207
YDR135C	IV	723004	727551	-	4548	8702	11559	9718	8976	8214	10365
YDL114W	IV	255604	256530	+	927	2	3	2	10	17	9
YDR247W	IV	956013	957398	+	1386	377	477	453	2476	2203	2875
YDL197C	IV	104917	106494	-	1578	306	329	343	1874	1482	2034
YDR229W	IV	924785	926146	+	1362	367	418	407	856	756	851
YDR095C	IV	636117	636527	-	411	0	1	2	3	2	5
YDR027C	IV	494649	497318	-	2670	906	1244	1041	3155	2559	3037
YDL106C	IV	270222	271901	-	1680	420	582	540	1249	1081	1239
YDR404C	IV	1276654	1277169	-	516	1063	1434	1360	1514	1442	1683
YDR256C	IV	968133	969680	-	1548	46	62	42	174	180	218
YDR518W	IV	1478608	1480161	+	1554	1511	1984	1552	1160	1099	1389
YDR055W	IV	563527	564861	+	1335	2614	3328	2913	5346	4634	5807
YDL087C	IV	300214	300999	-	786	140	188	163	392	329	423
YDR177W	IV	816878	817525	+	648	733	921	854	1261	1080	1238
YDL014W	IV	427364	428347	+	984	5736	7697	8103	276	275	298
YDR289C	IV	1038280	1039509	-	1230	268	390	320	427	320	419
YDL159W	IV	172481	174028	+	1548	357	489	425	991	901	1106
YDR532C	IV	1499396	1500553	-	1158	144	206	154	378	333	364
YDR137W	IV	728259	730250	+	1992	565	792	644	1589	1453	1621
YDL153C	IV	181186	183018	-	1833	457	610	673	30	22	40
YDR393W	IV	1259901	1261271	+	1371	310	422	369	711	585	673
YDR506C	IV	1459728	1461554	-	1827	265	358	349	557	451	586
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	540	684	578	331	259	361
YDL090C	IV	295034	296329	-	1296	461	547	479	1127	1019	1246
YDR033W	IV	508147	509109	+	963	15174	19647	16687	6941	6305	7352
YDR035W	IV	521816	522928	+	1113	2546	3368	2832	3260	2768	3575
YDR332W	IV	1131001	1133070	+	2070	294	426	333	1031	878	1096
YDR510W	IV	1469400	1469705	+	306	2072	2635	2271	1826	1749	2089
YDL055C	IV	355674	356759	-	1086	32605	41755	34145	17895	16128	19328
YDR480W	IV	1417399	1418370	+	972	171	180	182	550	420	617
YDL103C	IV	275148	276581	-	1434	1069	1297	1142	1470	1282	1738
YDL085C-A	IV	302464	302670	-	207	343	438	423	272	290	296
YDR350C	IV	1176120	1178174	-	2055	621	926	708	3090	2746	3208
YDR342C	IV	1154216	1155928	-	1713	79	93	90	288	257	292
YDR087C	IV	617470	618306	-	837	663	988	847	74	58	59
YDL236W	IV	32296	33234	+	939	1514	1995	1815	1464	1192	1436
YDR012W	IV	471853	472941	+	1089	14092	16738	16721	1623	1600	1866
YDL121C	IV	245133	245582	-	450	1118	1390	1108	362	325	368
YDR525W-A	IV	1490596	1490835	+	240	487	565	557	1457	1351	1651
tG(GCC)D2	IV	992832	992902	+	71	35	44	57	55	76	78
YDL190C	IV	118707	121592	-	2886	2580	3527	3045	5921	5188	6425
YDL047W	IV	369771	370706	+	936	742	991	910	674	615	871
YDR099W	IV	653607	654428	+	822	4539	5960	5099	9180	7915	10271
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	714	757	652	717	725	800
YDR164C	IV	782041	784215	-	2175	862	1166	988	1190	1010	1331
YDR058C	IV	567723	568703	-	981	112	150	113	565	460	521
YDL020C	IV	415113	416708	-	1596	841	1141	1003	6776	5867	7244
YDL025C	IV	405344	407206	-	1863	621	813	682	2439	2027	2556
YDR374C	IV	1223474	1224394	-	921	11	12	15	79	82	86
YDL207W	IV	88248	89864	+	1617	482	702	604	598	534	725
YDR270W	IV	1005675	1008689	+	3015	2110	2785	2698	4694	3960	4789
YDR152W	IV	765706	766503	+	798	843	1080	996	551	438	488
YDL148C	IV	188154	190586	-	2433	1742	2360	2039	92	69	102
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	54	40	53	43	54	72
YDR379C-A	IV	1233278	1233517	-	240	76	75	72	933	914	1032
YDR218C	IV	903781	905052	-	1272	4	1	8	14	17	17
YDL018C	IV	422833	423510	-	678	449	526	444	1235	1139	1340
YDR507C	IV	1462358	1465786	-	3429	1838	2530	2095	1890	1639	1951
YDL003W	IV	444683	446383	+	1701	584	915	801	418	287	353
YDR524C-B	IV	1489598	1489798	-	201	25054	25670	28784	13872	15186	17294
YDR371W	IV	1219413	1220948	+	1536	230	370	292	1037	879	1104
YDR359C	IV	1191936	1194884	-	2949	727	1064	950	1431	1309	1600
YDL180W	IV	135896	137539	+	1644	706	918	686	3396	2988	3785
YDL133W	IV	222427	223740	+	1314	482	656	621	1679	1552	1900
YDR335W	IV	1141168	1144842	+	3675	1888	2453	2661	6565	5454	6609
YDR351W	IV	1178666	1181260	+	2595	1011	1226	1121	2028	1662	1989
YDL150W	IV	183343	184611	+	1269	686	920	772	110	149	143
YDL177C	IV	141209	141721	-	513	149	162	140	177	165	231
YDR171W	IV	806621	807748	+	1128	340	431	373	12815	10747	13254
YDR364C	IV	1202843	1204210	-	1368	312	490	357	665	506	659
YDR309C	IV	1079048	1080199	-	1152	1182	1545	1344	1106	982	1308
YDL239C	IV	26403	28775	-	2373	441	523	397	4877	4197	5103
YDL228C	IV	45277	45918	-	642	477	517	396	0	10	13
YDL156W	IV	174918	176486	+	1569	285	302	352	166	187	221
YDL016C	IV	425570	425872	-	303	422	585	510	610	531	730
tX(XXX)D	IV	1150842	1150941	-	100	7	13	15	19	20	21
YDR524W-C	IV	1489403	1489492	+	90	369	310	277	127	155	156
YDL085W	IV	303211	304848	+	1638	5	11	24	971	778	904
YDR300C	IV	1061505	1062791	-	1287	1360	1683	1493	434	362	436
YDL168W	IV	159604	160764	+	1161	782	1098	1204	740	564	643
YDR360W	IV	1194598	1195032	+	435	3	2	6	9	5	10
YDR195W	IV	848599	850200	+	1602	253	367	315	684	541	725
YDR321W	IV	1108702	1109847	+	1146	5424	6859	5821	910	854	1002
YDR237W	IV	936615	937493	+	879	517	623	499	554	476	588
YDL127W	IV	234927	235853	+	927	412	441	435	442	345	458
YDR107C	IV	669016	671034	-	2019	1189	1476	1385	3835	3326	4109
YDR472W	IV	1403322	1404173	+	852	513	732	565	842	719	911
YDL030W	IV	397537	399129	+	1593	253	357	303	384	353	412
YDR468C	IV	1398026	1398700	-	675	256	425	436	539	468	587
YDL084W	IV	305237	306577	+	1341	13644	18225	14623	7336	6409	7723
YDL203C	IV	96082	97953	-	1872	544	743	611	975	900	1034
YDL025W-A	IV	405410	405514	+	105	10	14	11	24	22	11
YDR285W	IV	1032436	1035063	+	2628	143	204	136	427	424	500
YDL229W	IV	44065	45906	+	1842	77546	104699	88994	1878	1789	2198
YDR329C	IV	1126270	1127595	-	1326	657	647	618	2103	1967	2388
YDR034C	IV	509737	512109	-	2373	926	1109	958	3729	3183	3869
YDR009W	IV	463434	464996	+	1563	56	57	58	245	183	228
tS(AGA)D2	IV	980974	981055	-	82	6	9	11	14	2	15
YDR488C	IV	1429188	1430789	-	1602	268	313	274	495	422	544
YDR103W	IV	658350	661103	+	2754	1306	1671	1313	2404	2326	2789
YDR336W	IV	1145092	1146036	+	945	195	270	239	698	595	757
YDL101C	IV	280307	281848	-	1542	494	533	477	949	902	1043
YDR162C	IV	780390	781100	-	711	205	239	220	451	402	431
YDR312W	IV	1087581	1088942	+	1362	523	633	574	232	226	218
YDL061C	IV	340628	340798	-	171	5639	7130	6977	779	641	831
YDL040C	IV	378874	381438	-	2565	3565	4951	3983	2765	2365	3129
YDR145W	IV	746738	748357	+	1620	700	935	834	1415	1263	1632
YDR124W	IV	700315	701289	+	975	80	129	77	307	290	366
YDL231C	IV	38867	42244	-	3378	1616	2314	1877	6209	5316	6538
YDR190C	IV	840604	841995	-	1392	1993	2318	2426	927	874	1015
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	629	868	685	461	374	491
YDR463W	IV	1386816	1388375	+	1560	778	1166	896	2295	1981	2486
YDR491C	IV	1434500	1434991	-	492	2	0	1	8	13	14
YDR449C	IV	1357580	1358902	-	1323	749	1100	839	57	61	94
YDL035C	IV	389172	392057	-	2886	1384	1804	1478	2610	2434	2848
YDR074W	IV	593893	596583	+	2691	2275	2867	2409	20273	18412	23201
YDR525W	IV	1489905	1490234	+	330	2	0	0	10	7	3
YDR257C	IV	969990	971474	-	1485	665	865	696	1350	1210	1417
YDR402C	IV	1272234	1273703	-	1470	11	19	26	136	102	157
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	20210	24456	21122	1289	1296	1708
YDR376W	IV	1226822	1228303	+	1482	670	772	677	2012	1751	2069
YDR161W	IV	779043	780206	+	1164	890	1236	1160	138	153	161
YDR090C	IV	625066	625998	-	933	630	739	672	1391	1224	1473
YDR189W	IV	838392	840392	+	2001	1268	1802	1429	1644	1431	1814
YDR524C	IV	1487542	1488990	-	1449	719	864	817	1241	1136	1331
YDL237W	IV	30657	31829	+	1173	1929	2529	2053	5625	4924	5999
YDR188W	IV	836421	838061	+	1641	3148	4129	4128	1997	1676	2083
YDL133C-A	IV	221724	221801	-	78	5482	6546	6504	1673	1431	1803
YDR531W	IV	1498232	1499335	+	1104	1102	1378	1148	1799	1551	1983
tG(GCC)D1	IV	83548	83618	+	71	0	1	0	2	0	2
YDR226W	IV	916486	917154	+	669	9246	11286	10018	2320	2198	2879
YDL054C	IV	359825	361285	-	1461	775	941	809	2450	2219	2757
YDL205C	IV	92762	93745	-	984	795	1078	939	978	872	1063
YDR537C	IV	1510856	1511461	-	606	2	8	11	15	1	18
YDR496C	IV	1441433	1443403	-	1971	1997	2589	2205	122	112	144
YDR313C	IV	1089219	1090079	-	861	272	351	266	1486	1288	1582
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	310	385	334	970	918	1056
tV(CAC)D	IV	1075472	1075544	-	73	10	3	8	4	4	5
YDR340W	IV	1150881	1151183	+	303	3	9	4	13	13	36
YDL147W	IV	190924	192261	+	1338	2229	3291	2547	6835	5709	7151
YDL081C	IV	309802	310122	-	321	19148	24081	21368	6371	5807	7039
YDR283C	IV	1025070	1030049	-	4980	1947	2736	2265	4982	4260	5314
YDR261C	IV	977521	979209	-	1689	1458	1852	1675	2867	2655	3281
YDL211C	IV	79294	80412	-	1119	116	164	146	114	94	105
YDL074C	IV	324047	326149	-	2103	1626	2120	1624	2133	1873	2328
YDL091C	IV	293392	294759	-	1368	264	409	306	1305	1120	1471
YDR346C	IV	1167214	1168659	-	1446	2896	3954	3370	1741	1539	1914
YDR072C	IV	589761	591344	-	1584	1664	2014	1922	4182	3773	4585
YDR242W	IV	946807	948456	+	1650	177	208	203	783	685	868
YDR323C	IV	1112480	1114027	-	1548	196	248	217	1037	938	1074
YDR486C	IV	1427431	1428120	-	690	453	540	497	1243	1048	1261
YDR420W	IV	1306267	1311675	+	5409	1403	1966	1874	1385	1119	1552
YDL122W	IV	242552	244981	+	2430	1871	2626	2009	1326	1054	1353
YDR390C	IV	1254937	1256847	-	1911	812	958	1000	906	765	884
YDR481C	IV	1418550	1420250	-	1701	5390	6754	6161	4774	4393	4947
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	170	233	205	502	355	513
YDL105W	IV	272389	273597	+	1209	223	242	219	300	276	330
YDL141W	IV	203039	205111	+	2073	1708	1960	1755	2024	1807	2309
YDR400W	IV	1271063	1272085	+	1023	822	1098	949	888	775	930
YDR522C	IV	1483795	1485303	-	1509	4	6	2	8	21	17
YDL173W	IV	148191	149078	+	888	659	969	914	818	739	940
YDR279W	IV	1019368	1020420	+	1053	424	540	505	577	407	560
YDR281C	IV	1022007	1022321	-	315	300	513	374	203	140	163
YDR213W	IV	889751	892492	+	2742	677	765	694	1404	1179	1492
YDR179W-A	IV	819433	820824	+	1392	239	395	329	556	445	552
YDR330W	IV	1127872	1129374	+	1503	407	499	424	1628	1345	1768
YDR106W	IV	667004	667858	+	855	33	71	38	135	117	165
YDL178W	IV	139522	141114	+	1593	888	1140	1015	1269	1013	1354
YDR484W	IV	1422763	1424688	+	1926	454	660	453	1378	1229	1378
YDR308C	IV	1078027	1078449	-	423	315	379	330	344	313	382
YDL192W	IV	116321	116866	+	546	9775	11846	10399	3157	2906	3342
YDL202W	IV	98475	99224	+	750	289	378	331	374	325	370
YDR146C	IV	748613	750742	-	2130	969	1386	1125	1341	1201	1563
YDR241W	IV	945151	945438	+	288	40	63	51	148	172	167
YDL158C	IV	173866	174174	-	309	208	271	187	77	76	113
YDL185W	IV	126787	130002	+	3216	50040	63469	55765	31001	28099	35949
YDR251W	IV	960614	963106	+	2493	1788	2280	1877	5238	4464	5719
tL(UAA)D	IV	519743	519826	+	84	8	4	6	2	2	9
YDR192C	IV	843569	844861	-	1293	378	374	423	336	321	406
YDR368W	IV	1213904	1214842	+	939	1620	1953	1762	3145	2737	3555
YDR494W	IV	1436930	1438015	+	1086	368	554	437	855	759	965
YDR399W	IV	1270068	1270733	+	666	1402	1948	1648	423	425	442
YDR070C	IV	588098	588379	-	282	18	15	30	2697	2483	3171
YDR138W	IV	730578	732836	+	2259	798	1095	924	1761	1500	1833
YDR031W	IV	503498	503863	+	366	200	234	185	1135	956	1190
YDR255C	IV	966557	967822	-	1266	246	345	290	1501	1379	1683
YDL060W	IV	341619	343985	+	2367	1807	2268	2030	181	186	213
YDR048C	IV	553084	553398	-	315	2	2	3	67	42	87
YDR067C	IV	582791	583465	-	675	215	324	225	1044	837	1032
YDR126W	IV	703234	704244	+	1011	216	267	245	805	786	973
YDR315C	IV	1092741	1093586	-	846	150	184	173	911	697	892
YDL126C	IV	236157	238664	-	2508	16117	20949	19036	21612	18231	23740
YDR262W	IV	993134	993952	+	819	692	887	767	3700	3130	4052
tQ(UUG)D3	IV	802731	802802	-	72	8	1	5	0	4	4
YDR345C	IV	1162957	1164660	-	1704	15765	19989	16922	3799	3172	4062
YDR079W	IV	603064	603399	+	336	145	181	175	298	274	346
YDR433W	IV	1329600	1330040	+	441	58	65	71	23	14	21
YDL144C	IV	198662	199732	-	1071	451	676	689	1261	940	1275
YDR306C	IV	1073735	1075171	-	1437	453	577	468	2045	1785	2224
YDR292C	IV	1043146	1045011	-	1866	1361	1918	1724	1040	974	1231
YDL009C	IV	432925	433248	-	324	22	25	16	34	26	49
YDR290W	IV	1039370	1039699	+	330	0	3	0	1	0	0
YDR282C	IV	1023511	1024755	-	1245	103	194	157	811	580	688
YDR170C	IV	796193	802222	-	6030	9446	12996	11626	6053	5000	6435
YDR174W	IV	812110	812850	+	741	2024	2539	2131	2031	1914	2314
YDL218W	IV	66493	67446	+	954	67	64	73	237	225	309
YDL062W	IV	339857	340282	+	426	21	14	35	43	44	55
YDL048C	IV	366739	368211	-	1473	124	173	125	170	171	163
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	10885	11717	11303	1004	1029	1342
YDR112W	IV	679544	679852	+	309	9	3	6	13	7	7
YDR538W	IV	1510902	1511630	+	729	338	345	315	1192	1064	1351
YDL011C	IV	432308	432631	-	324	1	1	3	6	10	11
YDR355C	IV	1186067	1186369	-	303	0	0	0	3	0	2
YDR301W	IV	1063352	1067425	+	4074	1706	2429	2056	2459	2085	2513
YDR412W	IV	1294693	1295400	+	708	355	515	446	82	58	78
YDR530C	IV	1496791	1497768	-	978	333	354	287	3069	2689	3410
YDR227W	IV	917571	921647	+	4077	963	1306	1127	1296	1182	1490
YDR041W	IV	539803	540414	+	612	386	592	419	767	755	823
YDR015C	IV	477960	478199	-	240	2	2	5	6	9	3
YDL008W	IV	433497	433994	+	498	270	289	265	345	285	400
YDR234W	IV	931129	933210	+	2082	1358	1655	1425	931	782	908
YDR511W	IV	1470017	1470418	+	402	186	286	248	759	669	813
YDR519W	IV	1480425	1480832	+	408	1076	1387	1080	979	950	1088
YDL086C-A	IV	301655	302089	-	435	50	74	63	70	88	79
YDR250C	IV	960086	960361	-	276	4	2	5	52	33	48
YDR465C	IV	1393336	1394574	-	1239	934	1276	1112	68	43	73
YDL001W	IV	447984	449276	+	1293	305	363	316	461	408	482
YDR454C	IV	1366264	1366827	-	564	3526	4473	3806	902	832	968
YDR013W	IV	473157	473783	+	627	264	325	286	605	572	708
YDR076W	IV	598468	599688	+	1221	108	189	126	130	134	142
YDL095W	IV	287059	289512	+	2454	8896	11782	10797	7081	6343	7824
YDL007C-A	IV	436567	436824	-	258	0	0	0	0	0	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	19702	21228	23161	1103	1080	1247
YDR100W	IV	655013	655444	+	432	836	1020	903	4026	3306	4176
YDR479C	IV	1415210	1416874	-	1665	446	484	450	2751	2332	2665
tS(AGA)D1	IV	437772	437853	+	82	0	0	4	2	2	0
YDL117W	IV	248581	251238	+	2658	1284	1767	1483	986	892	1054
YDR140W	IV	734138	734803	+	666	350	452	402	527	491	586
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	3425	4516	3986	2601	2294	2768
tQ(UUG)D2	IV	645153	645224	-	72	0	0	2	1	2	1
YDR327W	IV	1125302	1125628	+	327	23	16	20	24	14	34
YDR062W	IV	576474	578159	+	1686	4532	5919	5206	3308	2903	3520
YDR143C	IV	742042	743874	-	1833	941	1263	1096	760	685	862
YDL172C	IV	148607	149086	-	480	29	11	28	47	35	33
YDL053C	IV	361699	362256	-	558	428	559	414	774	714	809
YDR223W	IV	912099	913502	+	1404	32	39	21	8752	7471	9472
YDL037C	IV	384601	385587	-	987	396	559	482	50	50	74
YDL167C	IV	160995	163154	-	2160	1317	1570	1553	210	146	165
YDR246W-A	IV	955133	955333	+	201	15	15	16	20	20	30
YDR371C-A	IV	1219509	1219613	-	105	0	0	3	16	10	12
YDR517W	IV	1477239	1478357	+	1119	1406	1676	1434	4295	3536	4676
YDL226C	IV	51115	52173	-	1059	1460	1814	1696	1086	934	1159
YDR467C	IV	1397583	1397909	-	327	25	34	22	52	36	47
YDL134C	IV	219662	220771	-	1110	1472	1807	1556	4450	4134	4956
YDR117C	IV	683946	685643	-	1698	750	989	898	871	896	943
YDR314C	IV	1090433	1092511	-	2079	376	426	368	1150	1002	1248
YDR440W	IV	1342493	1344241	+	1749	391	568	533	265	246	314
YDR303C	IV	1068729	1071386	-	2658	1801	2336	1912	1830	1584	1852
YDL078C	IV	315357	316388	-	1032	1719	2091	1972	3022	2798	3478
YDL238C	IV	28985	30454	-	1470	246	385	298	3892	3440	4147
YDR529C	IV	1496165	1496548	-	384	656	769	635	1480	1272	1484
YDR437W	IV	1337352	1337774	+	423	96	121	97	294	265	333
snR47	IV	541602	541700	-	99	1350	1303	1829	1044	824	1010
YDL196W	IV	106741	107070	+	330	7	9	10	50	57	81
YDR452W	IV	1362878	1364902	+	2025	2512	3253	2765	6409	5609	6821
YDR445C	IV	1352182	1352589	-	408	2	1	0	0	4	3
YDR347W	IV	1169178	1170143	+	966	887	1146	923	1045	903	1163
tQ(UUG)D1	IV	520972	521043	+	72	0	8	8	0	2	4
YDR490C	IV	1431968	1434268	-	2301	623	751	645	2822	2472	3301
YDR516C	IV	1474974	1476476	-	1503	1373	1683	1396	12853	10640	13402
YDR509W	IV	1468226	1468573	+	348	64	84	105	5	1	7
YDL193W	IV	114672	115799	+	1128	737	1051	849	1477	1245	1639
YDL137W	IV	216529	217074	+	546	3726	4540	3924	5237	4875	6007
YDL118W	IV	247302	247682	+	381	2	4	0	11	4	9
YDR235W	IV	933504	935138	+	1635	648	802	666	1427	1347	1550
YDR233C	IV	929470	930357	-	888	8940	10884	9858	3253	2874	3523
YDR388W	IV	1250186	1251634	+	1449	2224	2670	2531	3664	3590	4275
YDR209C	IV	871036	871449	-	414	48	28	30	27	25	30
YDR049W	IV	553254	555152	+	1899	454	642	539	744	631	708
YDL194W	IV	111580	114234	+	2655	182	236	251	492	380	496
YDR021W	IV	486804	488003	+	1200	296	310	282	58	52	64
YDR353W	IV	1183299	1184258	+	960	5636	6533	6207	3418	3122	3863
YDR051C	IV	557056	558060	-	1005	529	626	610	803	624	887
YDR288W	IV	1037195	1038106	+	912	290	409	349	1436	1270	1573
YDR141C	IV	734901	739997	-	5097	3127	4292	3597	4843	4126	4969
YDR194C	IV	845952	847946	-	1995	2183	2841	2231	2791	2437	2994
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	394	449	370	430	443	479
YDR054C	IV	561440	562327	-	888	952	1190	958	1615	1523	1895
YDR122W	IV	694700	697894	+	3195	1647	2079	1807	5626	4823	6292
YDR184C	IV	830629	831513	-	885	460	627	511	49	55	52
YDR183C-A	IV	830397	830654	-	258	69	72	46	7	12	24
YDL240W	IV	22823	25876	+	3054	910	1187	1083	1259	1134	1198
YDR056C	IV	565023	565640	-	618	911	1117	1024	1200	1145	1308
YDR541C	IV	1519664	1520698	-	1035	489	583	520	1756	1588	1885
YDL042C	IV	376757	378445	-	1689	428	517	392	346	323	386
YDR185C	IV	831934	832473	-	540	105	99	101	537	491	612
YDR328C	IV	1125434	1126018	-	585	1252	1557	1376	1627	1503	1909
YDR280W	IV	1020747	1021664	+	918	521	669	563	601	475	592
tV(UAC)D	IV	488797	488870	-	74	15	27	17	26	10	37
YDR098C	IV	644178	644930	-	753	1314	1728	1435	3296	2910	3428
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	632	788	582	1985	1719	2014
YDR423C	IV	1318046	1319275	-	1230	514	681	634	2257	2206	2753
YDR017C	IV	479115	482267	-	3153	1381	1869	1485	2006	1716	2157
YDR419W	IV	1303174	1305072	+	1899	356	483	377	956	804	1009
YDR444W	IV	1350290	1352353	+	2064	424	633	514	620	555	687
YDR341C	IV	1151803	1153626	-	1824	6269	8160	7276	2007	1643	2028
YDR154C	IV	768403	768753	-	351	2454	2360	2626	2155	2154	2968
YDR464W	IV	1388872	1393179	+	4308	1164	1572	1410	823	779	886
YDR132C	IV	718816	720303	-	1488	186	231	193	334	337	387
YDL210W	IV	84270	85985	+	1716	65	84	48	187	164	173
YDR395W	IV	1263324	1266158	+	2835	5324	7100	5864	3817	3353	3986
YDL222C	IV	60872	61801	-	930	59	53	54	2699	2704	3277
YDR372C	IV	1221112	1222149	-	1038	1889	2569	2019	2394	2159	2406
YDR325W	IV	1117126	1120233	+	3108	1033	1255	1118	1216	1029	1321
YDR216W	IV	895035	899006	+	3972	1968	2690	2168	3635	3311	4100
YDR082W	IV	610441	611925	+	1485	269	313	245	1225	1051	1196
YDL224C	IV	54397	56346	-	1950	1651	2163	1841	4732	3990	4959
YDR498C	IV	1445843	1446994	-	1152	372	455	373	766	607	825
YDR010C	IV	465051	465383	-	333	2	6	5	72	53	85
YDR006C	IV	458542	461247	-	2706	1185	1442	1396	1685	1478	1728
YDR182W	IV	827582	829057	+	1476	1080	1402	1272	1321	1213	1517
YDL102W	IV	276872	280165	+	3294	1203	1738	1382	880	764	864
YDL179W	IV	138291	139205	+	915	445	522	471	538	502	680
YDL067C	IV	334217	334396	-	180	605	726	682	2067	1720	2041
YDR030C	IV	501753	503273	-	1521	98	100	109	474	379	492
YDR020C	IV	485746	486444	-	699	196	219	214	125	123	150
YDR527W	IV	1491094	1492413	+	1320	691	966	884	1679	1422	1801
